-9.5065263e-01 442 -1.0000000e+00 #Y^,t,Y
-6.7833153e-01 443 -1.0000000e+00 #Y^,t,Y
-8.6400404e-01 444 -1.0000000e+00 #Y^,t,Y
-9.6677615e-01 445 -1.0000000e+00 #Y^,t,Y
-8.1924314e-01 446 -1.0000000e+00 #Y^,t,Y
-7.5268097e-01 447 -1.0000000e+00 #Y^,t,Y
-3.2310626e-01 448 -1.0000000e+00 #Y^,t,Y
-8.1850196e-01 449 -1.0000000e+00 #Y^,t,Y
-7.9736593e-01 450 -1.0000000e+00 #Y^,t,Y
-3.1415231e-01 451 -1.0000000e+00 #Y^,t,Y
-3.9900381e-01 452 -1.0000000e+00 #Y^,t,Y
-8.9723693e-01 453 -1.0000000e+00 #Y^,t,Y
-9.2675632e-01 454 -1.0000000e+00 #Y^,t,Y
-7.9647009e-01 455 -1.0000000e+00 #Y^,t,Y
-8.2267092e-01 456 -1.0000000e+00 #Y^,t,Y
-6.0953927e-01 457 -1.0000000e+00 #Y^,t,Y
-8.3460048e-01 458 -1.0000000e+00 #Y^,t,Y
-1.6951702e-01 459 -1.0000000e+00 #Y^,t,Y
-8.0307712e-01 460 -1.0000000e+00 #Y^,t,Y
8.7562101e-01 461 -1.0000000e+00 #Y^,t,Y
-6.0728710e-01 462 -1.0000000e+00 #Y^,t,Y
-9.2226079e-01 463 -1.0000000e+00 #Y^,t,Y
-7.1099690e-01 464 -1.0000000e+00 #Y^,t,Y
-7.4974934e-01 465 -1.0000000e+00 #Y^,t,Y
-3.7285668e-01 466 -1.0000000e+00 #Y^,t,Y
-9.6429813e-01 467 -1.0000000e+00 #Y^,t,Y
-7.6132684e-01 468 -1.0000000e+00 #Y^,t,Y
-1.0000000e+00 469 -1.0000000e+00 #Y^,t,Y
-6.3543331e-01 470 -1.0000000e+00 #Y^,t,Y
-9.4609946e-01 471 -1.0000000e+00 #Y^,t,Y
-9.9118900e-01 472 -1.0000000e+00 #Y^,t,Y
-8.5504600e-01 473 -1.0000000e+00 #Y^,t,Y
-3.0279718e-01 474 -1.0000000e+00 #Y^,t,Y
2.2587113e-02 475 -1.0000000e+00 #Y^,t,Y
2.7688947e-02 476 -1.0000000e+00 #Y^,t,Y
-8.7509265e-01 477 -1.0000000e+00 #Y^,t,Y
-9.9969107e-01 478 -1.0000000e+00 #Y^,t,Y
-9.6407176e-01 479 -1.0000000e+00 #Y^,t,Y
-9.4449914e-01 480 -1.0000000e+00 #Y^,t,Y
-9.9730117e-01 481 -1.0000000e+00 #Y^,t,Y
-5.6535007e-01 482 -1.0000000e+00 #Y^,t,Y
-4.2276911e-02 483 -1.0000000e+00 #Y^,t,Y
-2.2872144e-01 484 -1.0000000e+00 #Y^,t,Y
-8.2457008e-01 485 -1.0000000e+00 #Y^,t,Y
-7.7412409e-01 486 -1.0000000e+00 #Y^,t,Y
-9.9944405e-01 487 -1.0000000e+00 #Y^,t,Y
-7.0673249e-01 488 -1.0000000e+00 #Y^,t,Y
-9.2069711e-01 489 -1.0000000e+00 #Y^,t,Y
-9.2907300e-01 490 -1.0000000e+00 #Y^,t,Y
-7.4305835e-01 491 -1.0000000e+00 #Y^,t,Y
-2.9464441e-01 492 -1.0000000e+00 #Y^,t,Y
-6.1997894e-01 493 -1.0000000e+00 #Y^,t,Y
-8.9964294e-01 494 -1.0000000e+00 #Y^,t,Y
-8.6279006e-01 495 -1.0000000e+00 #Y^,t,Y
-1.1471232e-01 496 -1.0000000e+00 #Y^,t,Y
-8.2170640e-01 497 -1.0000000e+00 #Y^,t,Y
-8.0764428e-01 498 -1.0000000e+00 #Y^,t,Y
-8.9280568e-01 499 -1.0000000e+00 #Y^,t,Y
-9.0952532e-01 500 -1.0000000e+00 #Y^,t,Y
-9.5443687e-01 501 -1.0000000e+00 #Y^,t,Y
-9.9770452e-01 502 -1.0000000e+00 #Y^,t,Y
-9.5887379e-01 503 -1.0000000e+00 #Y^,t,Y
-8.7723665e-01 504 -1.0000000e+00 #Y^,t,Y
-9.8622998e-01 505 -1.0000000e+00 #Y^,t,Y
-9.9212938e-01 506 -1.0000000e+00 #Y^,t,Y
-3.9710604e-01 507 -1.0000000e+00 #Y^,t,Y
-9.8383374e-01 508 -1.0000000e+00 #Y^,t,Y
-9.7644304e-01 509 -1.0000000e+00 #Y^,t,Y
-5.9473394e-01 510 -1.0000000e+00 #Y^,t,Y
-6.5911612e-01 511 -1.0000000e+00 #Y^,t,Y
-5.4836752e-01 512 -1.0000000e+00 #Y^,t,Y
-7.2442195e-01 513 -1.0000000e+00 #Y^,t,Y
-8.0833137e-01 514 -1.0000000e+00 #Y^,t,Y
-5.5758485e-01 515 -1.0000000e+00 #Y^,t,Y
8.8558909e-02 516 -1.0000000e+00 #Y^,t,Y
-7.6498536e-01 517 -1.0000000e+00 #Y^,t,Y
-7.7461557e-01 518 -1.0000000e+00 #Y^,t,Y
-7.4578070e-01 519 -1.0000000e+00 #Y^,t,Y
-8.3848624e-01 520 -1.0000000e+00 #Y^,t,Y
-8.6769559e-01 521 -1.0000000e+00 #Y^,t,Y
-6.9578677e-01 522 -1.0000000e+00 #Y^,t,Y
-6.5381827e-01 523 -1.0000000e+00 #Y^,t,Y
-5.5454477e-01 524 -1.0000000e+00 #Y^,t,Y
-9.9985425e-01 525 -1.0000000e+00 #Y^,t,Y
-4.2446102e-01 526 -1.0000000e+00 #Y^,t,Y
-8.6838860e-01 527 -1.0000000e+00 #Y^,t,Y
-9.4637223e-01 528 -1.0000000e+00 #Y^,t,Y
-6.2801257e-01 529 -1.0000000e+00 #Y^,t,Y
-6.9333681e-01 530 -1.0000000e+00 #Y^,t,Y
-4.3912188e-01 531 -1.0000000e+00 #Y^,t,Y
-3.3982262e-01 532 -1.0000000e+00 #Y^,t,Y
-8.8278910e-01 533 -1.0000000e+00 #Y^,t,Y
-8.9787049e-01 534 -1.0000000e+00 #Y^,t,Y
-9.6691745e-01 535 -1.0000000e+00 #Y^,t,Y
-9.9258478e-01 536 -1.0000000e+00 #Y^,t,Y
-7.7380907e-01 537 -1.0000000e+00 #Y^,t,Y
-5.0605569e-01 538 -1.0000000e+00 #Y^,t,Y
-8.2502599e-01 539 -1.0000000e+00 #Y^,t,Y
-5.2618351e-01 540 -1.0000000e+00 #Y^,t,Y
-7.8245827e-01 541 -1.0000000e+00 #Y^,t,Y
-7.1499910e-01 542 -1.0000000e+00 #Y^,t,Y
-9.0908762e-01 543 -1.0000000e+00 #Y^,t,Y
-9.2559235e-01 544 -1.0000000e+00 #Y^,t,Y
-8.7968765e-01 545 -1.0000000e+00 #Y^,t,Y
-7.7933896e-01 546 -1.0000000e+00 #Y^,t,Y
-8.9000414e-01 547 -1.0000000e+00 #Y^,t,Y
-7.2566154e-01 548 -1.0000000e+00 #Y^,t,Y
-6.1742625e-01 549 -1.0000000e+00 #Y^,t,Y
-5.9964404e-01 550 -1.0000000e+00 #Y^,t,Y
-9.5136472e-01 551 -1.0000000e+00 #Y^,t,Y
-2.8373314e-01 552 -1.0000000e+00 #Y^,t,Y
-7.5841457e-01 553 -1.0000000e+00 #Y^,t,Y
-9.4598213e-01 554 -1.0000000e+00 #Y^,t,Y
-5.2962919e-01 555 -1.0000000e+00 #Y^,t,Y
-9.8413780e-01 556 -1.0000000e+00 #Y^,t,Y
-8.4394554e-01 557 -1.0000000e+00 #Y^,t,Y
-9.3531407e-01 558 -1.0000000e+00 #Y^,t,Y
-8.0077464e-01 559 -1.0000000e+00 #Y^,t,Y
-9.7949958e-01 560 -1.0000000e+00 #Y^,t,Y
-8.3200827e-01 561 -1.0000000e+00 #Y^,t,Y
-9.5420080e-01 562 -1.0000000e+00 #Y^,t,Y
-6.2645925e-01 563 -1.0000000e+00 #Y^,t,Y
-5.2191910e-01 564 -1.0000000e+00 #Y^,t,Y
-7.9434956e-01 565 -1.0000000e+00 #Y^,t,Y
-6.0413481e-01 566 -1.0000000e+00 #Y^,t,Y
2.0620761e-02 567 -1.0000000e+00 #Y^,t,Y
-8.8874579e-01 568 -1.0000000e+00 #Y^,t,Y
-7.9085284e-01 569 -1.0000000e+00 #Y^,t,Y
-9.6696293e-01 570 -1.0000000e+00 #Y^,t,Y
-8.9710376e-01 571 -1.0000000e+00 #Y^,t,Y
-9.0005857e-01 572 -1.0000000e+00 #Y^,t,Y
-9.1699003e-01 573 -1.0000000e+00 #Y^,t,Y
-9.1880700e-01 574 -1.0000000e+00 #Y^,t,Y
-2.9888885e-01 575 -1.0000000e+00 #Y^,t,Y
-9.9137960e-01 576 -1.0000000e+00 #Y^,t,Y
-9.1794363e-01 577 -1.0000000e+00 #Y^,t,Y
-6.3508538e-01 578 -1.0000000e+00 #Y^,t,Y
-9.3592087e-01 579 -1.0000000e+00 #Y^,t,Y
-7.3004279e-01 580 -1.0000000e+00 #Y^,t,Y
-2.4328533e-01 581 -1.0000000e+00 #Y^,t,Y
-3.2883394e-01 582 -1.0000000e+00 #Y^,t,Y
-8.9893947e-01 583 -1.0000000e+00 #Y^,t,Y
-8.0671929e-01 584 -1.0000000e+00 #Y^,t,Y
-9.8246571e-01 585 -1.0000000e+00 #Y^,t,Y
-8.3540621e-01 586 -1.0000000e+00 #Y^,t,Y
-8.0532239e-01 587 -1.0000000e+00 #Y^,t,Y
-8.3469215e-01 588 -1.0000000e+00 #Y^,t,Y
-7.4274459e-01 589 -1.0000000e+00 #Y^,t,Y
-9.2780016e-01 590 -1.0000000e+00 #Y^,t,Y
-4.6076171e-01 591 -1.0000000e+00 #Y^,t,Y
-9.8976646e-01 592 -1.0000000e+00 #Y^,t,Y
-4.1802984e-01 593 -1.0000000e+00 #Y^,t,Y
-5.3371370e-01 594 -1.0000000e+00 #Y^,t,Y
-9.4733785e-01 595 -1.0000000e+00 #Y^,t,Y
-5.5415951e-01 596 -1.0000000e+00 #Y^,t,Y
-8.6499795e-01 597 -1.0000000e+00 #Y^,t,Y
-8.7861637e-01 598 -1.0000000e+00 #Y^,t,Y
-9.6564388e-01 599 -1.0000000e+00 #Y^,t,Y
-5.8021288e-01 600 -1.0000000e+00 #Y^,t,Y
-5.4257022e-01 601 -1.0000000e+00 #Y^,t,Y
-9.6044168e-01 602 -1.0000000e+00 #Y^,t,Y
-7.3510878e-01 603 -1.0000000e+00 #Y^,t,Y
-9.4634899e-01 604 -1.0000000e+00 #Y^,t,Y
-8.6781147e-01 605 -1.0000000e+00 #Y^,t,Y
-7.1854186e-01 606 -1.0000000e+00 #Y^,t,Y
-9.1317363e-01 607 -1.0000000e+00 #Y^,t,Y
-9.9212371e-01 608 -1.0000000e+00 #Y^,t,Y
-5.3690198e-01 609 -1.0000000e+00 #Y^,t,Y
-3.6119992e-02 610 -1.0000000e+00 #Y^,t,Y
-7.9290934e-01 611 -1.0000000e+00 #Y^,t,Y
-9.0530871e-01 612 -1.0000000e+00 #Y^,t,Y
-4.2481789e-01 613 -1.0000000e+00 #Y^,t,Y
-6.2848358e-01 614 -1.0000000e+00 #Y^,t,Y
-7.4201413e-01 615 -1.0000000e+00 #Y^,t,Y
-6.9506653e-01 616 -1.0000000e+00 #Y^,t,Y
-7.6435546e-01 617 -1.0000000e+00 #Y^,t,Y
-4.7022309e-01 618 -1.0000000e+00 #Y^,t,Y
-9.4497918e-01 619 -1.0000000e+00 #Y^,t,Y
-7.2104859e-01 620 -1.0000000e+00 #Y^,t,Y
-8.8564611e-01 621 -1.0000000e+00 #Y^,t,Y
-8.9836136e-01 622 -1.0000000e+00 #Y^,t,Y
-8.6666529e-01 623 -1.0000000e+00 #Y^,t,Y
-1.0749287e-01 624 -1.0000000e+00 #Y^,t,Y
-2.9929437e-01 625 -1.0000000e+00 #Y^,t,Y
-7.0393454e-01 626 -1.0000000e+00 #Y^,t,Y
-7.2401663e-01 627 -1.0000000e+00 #Y^,t,Y
-9.8428046e-01 628 -1.0000000e+00 #Y^,t,Y
-4.3319219e-01 629 -1.0000000e+00 #Y^,t,Y
