2.14059162e+00 -1.59403825e+00 5.34273311e-02 -1.49513817e+00 2.42840379e-01 -1.60081863e+00 1.79474756e-01 -1.33369565e+00 5.13133764e-01 -1.52079737e+00 4.15663689e-01 -7.07759237e+00
2.05009413e+00 -1.50381517e+00 -9.12530348e-02 -1.46830702e+00 1.76326744e-02 -1.39745903e+00 1.79257765e-01 -1.30179751e+00 3.88647437e-01 -1.18139052e+00 6.12390459e-01 -7.21272707e+00
2.13288188e+00 -1.57053053e+00 1.72150925e-01 -1.62525117e+00 1.25325575e-01 -1.43286169e+00 3.92752588e-01 -1.58433950e+00 3.15938234e-01 -1.25577366e+00 6.73017442e-01 -7.06328678e+00
2.33981586e+00 -1.64331090e+00 7.07249284e-01 -1.75555468e+00 5.13497949e-01 -1.56331778e+00 7.13012934e-01 -1.86549258e+00 3.76107693e-01 -1.54590118e+00 6.14407241e-01 -6.58553600e+00
2.64151597e+00 -1.39056885e+00 1.29367995e+00 -1.50797915e+00 1.06556189e+00 -1.39562058e+00 1.08428848e+00 -1.70786715e+00 6.87068760e-01 -1.52225256e+00 6.93302095e-01 -5.65425348e+00
3.23627162e+00 -4.80988443e-01 1.97390795e+00 -5.64536750e-01 1.84886587e+00 -5.52799404e-01 1.70780265e+00 -7.78220713e-01 1.46266079e+00 -7.52069533e-01 1.27973986e+00 -4.07662439e+00
4.58445024e+00 1.42691219e+00 3.22485900e+00 1.39885259e+00 3.25949764e+00 1.31969833e+00 3.05239916e+00 1.23363817e+00 3.05973530e+00 1.11639702e+00 2.78924632e+00 -1.56336784e+00
7.42802525e+00 4.89157963e+00 5.86167145e+00 4.92924833e+00 6.03796005e+00 4.77830029e+00 5.84418678e+00 4.85943127e+00 6.10393953e+00 4.62447929e+00 5.83550358e+00 2.42997813e+00
1.35653534e+01 1.15311728e+01 1.16323652e+01 1.16415558e+01 1.19094276e+01 1.14382687e+01 1.17787580e+01 1.17117033e+01 1.22497578e+01 1.13821764e+01 1.20523119e+01 9.48080921e+00
2.66748657e+01 3.34504128e+01 3.41721420e+01 3.32679100e+01 3.44337006e+01 3.34391975e+01 3.38692169e+01 3.29504013e+01 3.38590431e+01 3.32432137e+01 3.33063316e+01 3.49773560e+01
1.38792162e+01 1.41448374e+01 1.33258924e+01 1.43315029e+01 1.37204170e+01 1.40895557e+01 1.36193638e+01 1.45669451e+01 1.43210688e+01 1.41647997e+01 1.41585627e+01 1.34731283e+01
1.12136021e+01 1.17065611e+01 1.03669434e+01 1.19491053e+01 1.07820892e+01 1.16971064e+01 1.07521706e+01 1.23408098e+01 1.15330153e+01 1.19042664e+01 1.14714918e+01 1.13798885e+01
1.32431145e+01 1.43427620e+01 1.27653809e+01 1.46139517e+01 1.31719589e+01 1.43795338e+01 1.31985970e+01 1.51193686e+01 1.39883099e+01 1.46985016e+01 1.40117826e+01 1.45592098e+01
2.58618298e+01 3.23211632e+01 3.52467308e+01 3.20360374e+01 3.51644363e+01 3.23600006e+01 3.47018127e+01 3.16064758e+01 3.40662231e+01 3.21393661e+01 3.36587639e+01 3.32068558e+01
1.27716684e+01 1.28154058e+01 9.89625168e+00 1.32174358e+01 1.04444790e+01 1.28842316e+01 1.04707174e+01 1.40020885e+01 1.15617046e+01 1.33905973e+01 1.15962782e+01 1.24411602e+01
6.12047148e+00 6.63105917e+00 3.71518373e+00 7.04223871e+00 4.24139881e+00 6.73122406e+00 4.30044746e+00 7.89541435e+00 5.36277199e+00 7.31011629e+00 5.44953012e+00 6.68705702e+00
3.19871235e+00 3.88671041e+00 9.21520293e-01 4.30648565e+00 1.44301975e+00 4.00296545e+00 1.51612222e+00 5.20178938e+00 2.57586694e+00 4.62361097e+00 2.68580461e+00 4.11845779e+00
2.32789326e+00 3.06699848e+00 8.16877112e-02 3.48991013e+00 6.02217138e-01 3.18847036e+00 6.79592490e-01 4.39958000e+00 1.73952305e+00 3.82312155e+00 1.85661209e+00 3.35164356e+00
